fii_name,quote,dividend_yield,price_book_ratio,liquidity,appreciation_12months,vacancy,number_unit_holders,issued_units,net_asset_value_per_unit,net_asset_value,last_dividend_payment,corporate_name,cnpj,target_audience,invest_objective,market_sector,fund_type,fund_term,management_type,management_fee,date_process
EVBI11,"R$ 9,50","9,01%","0,96","R$ 415,30 K","5,20%","0,50%",1.367,41.742.427,"R$ 9,95","R$ 415,22 Milhões","R$ 0,08",VBI CONSUMO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.691.520/0001-00,Geral,Renda,Híbrido,Outro,Indeterminado,Ativa,"1,00% a.a sobre patrimônio líquido (mínimo R$20.000,00 mensais)",2024-11-09
RBIF11,"R$ 82,00","12,56%","0,87","R$ 77,37 K","-0,49%",-,1,867.833,"R$ 93,38","R$ 81,04 Milhões","R$ 0,18",RIO BRAVO ESG FIC INFRA RENDA FIXA CRÉDITO PRIVADO,38.314.962/0001-98,Geral,,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,"0,85% a.a.",2024-11-09
VSEC11,"R$ 0,21","0,00%","0,07","R$ 3,00","-100,06%",-,59,62.724,"R$ 3,00","R$ 188,47 Mil","R$ 0,08",FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,10.347.505/0001-80,Investidor Qualificado,Títulos e valores mobiliários,Outros,Fundo de papel,Determinado,Ativa,"0,70% a.a",2024-11-09
TSER11,"R$ 99,08","11,48%","1,00","R$ 3,73 K","11,93%",-,16,1.384.749,"R$ 99,04","R$ 137,15 Milhões","R$ 0,97",TISHMAN SPEYER RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.847.042/0001-84,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"1,00% a.a. sobre patrimônio líquido (R$25.000,00 mensais)",2024-11-09
EDGA11,"R$ 17,95","5,00%","0,29","R$ 25,10 K","-13,45%","24,98%",4.521,3.812.044,"R$ 62,63","R$ 238,76 Milhões","R$ 0,06",FUNDO DE INVESTIMENTO IMOBILIÁRIO - EDIFÍCIO GALERIA,15.333.306/0001-37,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,20% a.a sobre valor total de ativos (minimo R$30.000,00 mensais)",2024-11-09
RPRI11,"R$ 85,75","14,09%","0,86","R$ 544,08 K","-2,73%",-,4.630,3.471.717,"R$ 99,39","R$ 345,05 Milhões","R$ 0,95",RBR Premium Recebíveis Imobiliários,42.502.842/0001-91,Geral,Títulos e valores mobiliários,Híbrido,Fundo de papel,Indeterminado,Ativa,"1,60%",2024-11-09
AROA11,"R$ 1,13","6,46%","1,14","R$ 7,28 K","13,00%",-,3.427,167.926.821,"R$ 0,99","R$ 165,88 Milhões","R$ 0,01",AROEIRA 333 RENDA LOGÍSTICA,44.674.528/0001-11,Geral,Desenvolvimento para renda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,,2024-11-09
CRFF11,"R$ 71,07","10,47%","0,84","R$ 96,99 K","-1,76%",-,1.375,690.029,"R$ 84,51","R$ 58,32 Milhões","R$ 0,61",CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO II,31.887.401/0001-39,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,"1,15% a.a sobre patrimônio liquido do fundo (minimo R$30.000,00 mensais)",2024-11-09
RBTS11,"R$ 609,00","0,00%","1,15","R$ 12,53 K","-12,17%",-,136,56.514,"R$ 528,15","R$ 29,85 Milhões","R$ 49,54",RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,29.299.737/0001-39,Investidor Qualificado,Híbridos,Outros,Fundo de desenvolvimento,Determinado,Ativa,"0,12% a.a. sobre patrimônio líquido",2024-11-09
RFOF11,"R$ 65,30","13,29%","0,87","R$ 83,78 K","-3,72%",-,4.770,1.078.153,"R$ 74,64","R$ 80,48 Milhões","R$ 0,69",FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FUNDO DE FUNDOS,34.027.774/0001-28,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,"0,80% a.a",2024-11-09
CBOP11,"R$ 26,00","4,54%","0,36","R$ 13,26 K","-17,36%","60,20%",2.805,1.414.989,"R$ 71,78","R$ 101,56 Milhões","R$ 0,05",CASTELLO BRANCO OFFICE PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.144.039/0001-85,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,1.05% a.a. do Patrimônio Líquido,2024-11-09
FIVN11,"R$ 2,46","0,00%","0,36","R$ 4,80 K","-29,51%",-,3.736,9.412.619,"R$ 6,91","R$ 65,00 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA,17.854.016/0001-64,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,,2024-11-09
VVCO11,"R$ 13,15","0,00%","0,92","R$ 128,48 K","1,23%",-,3.119,9.899.989,"R$ 14,22","R$ 140,82 Milhões","R$ 0,32",V2 EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,15.006.267/0001-63,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"1,20% a.a.",2024-11-09
GLOG11,"R$ 60,50","10,56%","0,56","R$ 22,00 K","6,25%",-,2.417,749.989,"R$ 108,54","R$ 81,40 Milhões","R$ 0,50",PLURAL LOGÍSTICA FDO. INV. IMOB.,36.501.198/0001-34,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"0,7%",2024-11-09
VERE11,"R$ 424,55","3,13%","0,89","R$ 250,00","190,47%",-,107,632.907,"R$ 478,71","R$ 302,99 Milhões","R$ 1,10",FUNDO DE INVESTIMENTO IMOBILIÁRIO VEREDA,08.693.497/0001-82,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"0,50% a.a.",2024-11-09
HUSC11,"R$ 101,93","10,41%","0,66","R$ 3,50 K","-0,27%",-,769,850.810,"R$ 154,93","R$ 131,82 Milhões","R$ 0,90",FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL UNIMED SUL CAPIXABA,28.851.767/0001-43,Geral,Desenvolvimento para renda,Hospitalar,Fundo de Tijolo,Indeterminado,Passiva,"0,35% a.a sobre patrimônio liquido",2024-11-09
FCFL11,"R$ 113,04","9,02%","0,92","R$ 217,20 K","6,74%",-,3.902,3.473.999,"R$ 122,89","R$ 426,90 Milhões","R$ 0,85",FUNDO DE INVESTIMENTO IMOBILIÁRIO – CAMPUS FARIA LIMA,11.602.654/0001-01,Geral,Renda,Educacional,Fundo de Tijolo,Indeterminado,Passiva,"0,30% a.a sobre valor total dos ativos (minimo R$30.000,00 mensais)",2024-11-09
VRTM11,"R$ 7,39","13,73%","0,78","R$ 622,87 K","-21,96%",-,12.927,46.971.234,"R$ 9,52","R$ 447,18 Milhões","R$ 0,09",FATOR VERITÀ MULTIESTRATÉGIA,51.870.412/0001-13,Geral,Híbridos,Híbrido,Outro,Indeterminado,Ativa,,2024-11-09
WPLZ11,"R$ 53,10","8,76%","0,60","R$ 3,67 K","-3,89%","11,90%",1.754,1.083.538,"R$ 88,38","R$ 95,77 Milhões","R$ 0,29",FUNDO DE INVESTIMENTO IMOBILIÁRIO - SHOPPING WEST PLAZA,09.326.861/0001-39,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,55% a.a",2024-11-09
CXTL11,"R$ 216,00","10,95%","0,54","R$ 5,50 K","3,94%",-,699,53.586,"R$ 399,14","R$ 21,39 Milhões","R$ 1,55",FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA,12.887.506/0001-43,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Passiva,"0,41% a.a",2024-11-09
NVIF11B,R$ -,"86,13%",-,R$ -,,-,7,337.389,"R$ 257,02","R$ 86,72 Milhões","R$ 1,11",NOVA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,22.003.469/0001-17,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,"0,28% a.a",2024-11-09
CXRI11,"R$ 72,10","9,76%","0,85","R$ 77,29 K","-0,98%",-,1.979,1.575.749,"R$ 85,05","R$ 134,02 Milhões","R$ 0,59",CAIXA RIO BRAVO FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.098.794/0001-70,Geral,Híbridos,Híbrido,Fundo de fundos,Indeterminado,Ativa,"1,20% a.a sobre patrimônio liquido do fundo (minimo R$30.000,00 mensais)",2024-11-09
VPSI11,"R$ 15,61","9,17%","0,50","R$ 1,67 K","69,86%",-,116,8.071.886,"R$ 31,43","R$ 253,67 Milhões","R$ 0,19",FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA,14.721.889/0001-00,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,15% a.a. sobre o patrimônio líquido",2024-11-09
MFCR11,"R$ 26,68","14,81%","0,98","R$ 6,18 K","5,21%",-,561,101.219,"R$ 27,21","R$ 2,75 Milhões","R$ 0,33",MÉRITO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,45.403.337/0001-88,Geral,Híbridos,Híbrido,Outro,Indeterminado,Ativa,"1,2% a.a. sobre o patrimônio líquido do fundo",2024-11-09
PPEI11,"R$ 92,00","8,70%","0,90","R$ 448,50 K","16,04%",-,2.887,4.499.989,"R$ 102,72","R$ 462,25 Milhões","R$ 4,00",PRISMA PROTON ENERGIA FIP IE,35.640.942/0001-19,Investidor Qualificado,,Fundo de Investimentos em Participações (FIP),Outro,Determinado,Ativa,"0,10% a.a.",2024-11-09
HCHG11,"R$ 70,03","12,64%","0,73","R$ 84,38 K","5,45%",-,834,1.199.989,"R$ 95,60","R$ 114,72 Milhões","R$ 0,85",HECTARE RECEBÍVEIS HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.508.959/0001-54,Geral,Títulos e valores mobiliários,Outros,Fundo de papel,Indeterminado,Ativa,"0,20% a.a. sobre patrimônio líquido",2024-11-09
ITRI11,"R$ 80,97","6,83%","0,85","R$ 1,38 M","-14,03%",-,18.489,6.249.989,"R$ 95,27","R$ 595,42 Milhões","R$ 0,85",ITAÚ TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO,52.270.671/0001-76,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo misto,Indeterminado,Ativa,,2024-11-09
HUCG11,"R$ 93,99","0,45%","0,91","R$ 490,00","1,52%",-,238,1.121.989,"R$ 103,76","R$ 116,42 Milhões","R$ 0,22",FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL UNIMED CAMPINA GRANDE,39.347.413/0001-82,Geral,Desenvolvimento para renda,Hospitalar,Fundo de Tijolo,Indeterminado,Passiva,,2024-11-09
DPRO11,"R$ 6,75","10,10%","0,73","R$ 21,31 K","-3,16%",-,738,5.003.209,"R$ 9,24","R$ 46,22 Milhões","R$ 0,06",DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,42.922.127/0001-08,Geral,Híbridos,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"0,13% a.a",2024-11-09
RMAI11,"R$ 75,00","6,81%","0,73","R$ 31,50 K","41,46%","23,30%",1.086,2.443.789,"R$ 102,18","R$ 249,70 Milhões","R$ 0,47",REAG MULTI ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.374.696/0001-19,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"0,30% a.a. sobre patrimônio líquido",2024-11-09
NCRI11,"R$ 8,96","12,93%","0,89","R$ 4,02 K","15,61%",-,937,3.949.988,"R$ 10,05","R$ 39,71 Milhões","R$ 0,10",NAVI CRÉDITO IMOBILIÁRIO,40.041.603/0001-56,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
VOTS11,"R$ 75,76","12,87%","0,81","R$ 4,07 K","1,53%",-,680,827.902,"R$ 93,65","R$ 77,54 Milhões","R$ 0,70",VOTORANTIM SECURITIES MASTER FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.870.926/0001-30,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,00% a.a",2024-11-09
KNOX11,"R$ 103,02","5,56%","1,02","R$ 636,29 K","12,55%",-,1.733,9.999.989,"R$ 100,74","R$ 1,01 Bilhão","R$ 2,88",KNOX DEBT FDO. INVEST. PART. INFRAESTRUTURA,36.642.570/0001-22,Investidor Qualificado,,Fundo de Investimentos em Participações (FIP),Outro,Indeterminado,Ativa,"0,1% a.a",2024-11-09
TJKB11,"R$ 280,00","10,79%","1,04","R$ 1,42 K","15,19%",-,152,985.594,"R$ 270,08","R$ 266,19 Milhões","R$ 3,27",TJK RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,39.714.024/0001-48,Investidor Qualificado,Renda,Lajes Corporativas,Outro,Indeterminado,Ativa,"0,45% a.a. sobre patrimônio líquido",2024-11-09
PEMA11,"R$ 30,00","19,30%","0,45","R$ 950,00","-16,78%",-,329,551.989,"R$ 67,40","R$ 37,21 Milhões","R$ 0,51",PERFORMA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.736.510/0001-43,Investidor Qualificado,Títulos e valores mobiliários,Outros,Fundo de papel,Indeterminado,Ativa,"0,10% a.a. sobre patrimônio líquido",2024-11-09
HPDP11,"R$ 88,96","7,15%","0,93","R$ 3,28 M","12,78%","1,80%",399,3.287.989,"R$ 95,46","R$ 313,88 Milhões","R$ 0,53",HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.586.415/0001-73,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,50% a.a sobre patrimônio liquido",2024-11-09
ELDO11B,"R$ 513,63","11,07%","0,32",R$ -,"-37,37%","1,36%",108,787.245,"R$ 1.616,23","R$ 1,27 Bilhão","R$ 1,75",FUNDO DE INVESTIMENTO IMOBILIÁRIO - ELDORADO,13.022.994/0001-99,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,065% a.a",2024-11-09
DAMT11B,"R$ 11,45","0,85%","0,83","R$ 14,00","-34,65%","9,00%",548,17.779.736,"R$ 13,72","R$ 243,95 Milhões","R$ 0,04",DIAMANTE FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.642.727/0001-66,Investidor Qualificado,Renda,Híbrido,Fundo de Tijolo,Determinado,Ativa,"0,01% a.a",2024-11-09
FPAB11,"R$ 231,01","4,60%","0,68","R$ 180,50 K","27,92%","24,70%",792,749.989,"R$ 341,80","R$ 256,35 Milhões","R$ 1,25",FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,03.251.720/0001-18,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"5,0% das receitas brutas auferidas",2024-11-09
PLRI11,"R$ 10,49","46,08%","0,52","R$ 2,78 K","-1,41%",-,692,954.293,"R$ 20,02","R$ 19,11 Milhões","R$ 0,26",POLO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS I,14.080.689/0001-16,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,00% a.a",2024-11-09
KOPA11,"R$ 925,15","13,40%","0,93","R$ 403,75 K","1,47%",-,3.867,354.666,"R$ 996,06","R$ 353,28 Milhões","R$ 11,30",KINEA OPORTUNIDADES AGRO I,51.475.461/0001-51,Geral,Renda,Fiagros,Outro,Indeterminado,Ativa,,2024-11-09
MFAI11,"R$ 69,98","7,17%","0,98","R$ 85,48 K","24,50%",-,2.373,389.174,"R$ 71,74","R$ 27,92 Milhões","R$ 0,72",MERITO FUNDOS E AÇÕES IMOBILIÁRIAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.397.369/0001-76,Geral,Híbridos,Híbrido,Fundo de fundos,Indeterminado,Ativa,"1,0% a.a sobre patrimônio líquido",2024-11-09
PBLV11,"R$ 663,11","13,34%","0,42",R$ -,-,-,2,4.139.930,"R$ 1.593,26","R$ 6,60 Bilhões","R$ 45,64",PROLOGIS BRAZIL LOGISTICS VENTURE FUNDO DE INVESTIMENTO IMOBILIÁRIO,31.962.875/0001-06,Investidor Qualificado,Híbridos,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
HUSI11,"R$ 1.220,00","8,02%","1,03","R$ 9,76 K","16,48%",-,99,116.351,"R$ 1.188,89","R$ 138,34 Milhões","R$ 8,59",HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.017.492/0001-99,Geral,Desenvolvimento para renda,Hospitalar,Fundo de Tijolo,Indeterminado,Ativa,"0,30% a.a. sobre patrimônio líquido",2024-11-09
BICR11,"R$ 35,92","6,86%","0,81","R$ 6,01 K","-13,49%",-,663,499.989,"R$ 44,33","R$ 22,17 Milhões","R$ 0,36",INTER TÍTULOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.007.109/0001-72,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"0,50% a.a",2024-11-09
EXES11,"R$ 9,60","10,76%","1,05","R$ 103,75 K","19,25%",-,342,7.105.433,"R$ 9,12","R$ 64,83 Milhões","R$ 0,10",EXES FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.076.851/0001-03,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
HBRH11,"R$ 90,80","2,27%","0,81","R$ 14,60 K","0,55%",-,899,2.772.193,"R$ 112,06","R$ 310,66 Milhões","R$ 0,17",FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA,30.871.698/0001-81,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"0,86% a.a sobre patrimônio liquido",2024-11-09
TMPS11,"R$ 81,15","14,58%","0,83","R$ 236,05 K","-0,07%",-,1.987,978.957,"R$ 97,54","R$ 95,49 Milhões","R$ 1,07",ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,42.737.077/0001-99,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Outro,Determinado,Ativa,"0,90% a.a.",2024-11-09
HRDF11,"R$ 3,45","0,00%","0,39","R$ 113,00","-4,96%",-,1.035,1.517.414,"R$ 8,82","R$ 13,39 Milhões","R$ 34,00",HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,16.929.519/0001-99,Investidor Qualificado,Desenvolvimento para venda,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,"0,75% a.a sobre patrimônio liquido",2024-11-09
RBRM11,"R$ 158.665,27","0,00%","29,90",R$ -,"34,80%",-,49,528,"R$ 5.306,31","R$ 2,86 Milhões","R$ 2.002,09",FUNDO DE INVESTIMENTO IMOBILIÁRIO - RBR DESENVOLVIMENTO,26.314.437/0001-93,Investidor Qualificado,Renda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"0,20% a.a. sobre patrimônio líquido",2024-11-09
DRIT11B,"R$ 83,30","16,11%","0,65","R$ 1,90 K","17,46%","36,90%",1,463.266,"R$ 128,13","R$ 59,36 Milhões","R$ 0,34",MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,10.456.810/0001-00,Geral,Desenvolvimento para renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"0,15% a.a sobre patrimônio líquido (mínimo de R$5.000,00 mensais)",2024-11-09
BTSG11,"R$ 159,05","6,99%","1,09","R$ 1,42 K","24,05%",-,105,775.004,"R$ 145,27","R$ 112,59 Milhões","R$ 0,95",BTSP I FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.098.375/0001-83,Geral,Desenvolvimento para renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"0,20% a.a. sobre patrimônio líquido (mínimo R$25.000,00 mensais)",2024-11-09
VVPR11,"R$ 101,50","0,00%","1,04","R$ 1,25 M","15,14%",-,1.367,2.305.760,"R$ 98,03","R$ 226,03 Milhões","R$ 0,89",FUNDO DE INVESTIMENTO IMOBILIÁRIO - V2 PROPERTIES,33.045.581/0001-37,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"1,05% a.a. sobre o Patrimônio Líquido do Fundo",2024-11-09
HGIC11,"R$ 92,96","12,13%","0,82","R$ 9,43 K","-0,75%",-,440,462.695,"R$ 113,53","R$ 52,53 Milhões","R$ 1,00",HGI CRÉDITOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,38.456.508/0001-71,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"0,75% a.a",2024-11-09
FPNG11,"R$ 287,50","0,65%","1,66","R$ 1,89 K","243,32%","2,10%",116,2.329.281,"R$ 173,39","R$ 403,87 Milhões","R$ 0,50",FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,17.161.979/0001-82,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"2% do resultado operacional (mínimo R$5.000,00 mensais)",2024-11-09
RBIR11,"R$ 80,30","3,75%","0,80","R$ 260,80 K","-0,99%",-,1.586,1.528.604,"R$ 100,79","R$ 154,07 Milhões","R$ 2,00",RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,31.161.410/0001-48,Geral,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,"2,0% a.a",2024-11-09
VLOL11,"R$ 88,00","0,00%","0,84","R$ 138,03 K",-,-,3.139,1.784.817,"R$ 105,11","R$ 187,60 Milhões","R$ 1,86",FUNDO DE INVESTIMENTO IMOBILIÁRIO - VILA OLÍMPIA CORPORATE,15.296.696/0001-12,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,25% a.a",2024-11-09
FINF11,"R$ 30,95","11,16%","0,79",R$ -,"98,65%",-,4,820.102,"R$ 39,09","R$ 32,06 Milhões","R$ 0,27",FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL STATE,18.369.510/0001-04,Investidor Qualificado,Desenvolvimento para renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"1,20% a.a. sobre patrimônio líquido",2024-11-09
SAPI11,"R$ 8,58","10,76%","0,87","R$ 340,80 K","-0,81%",-,2.727,15.436.829,"R$ 9,87","R$ 152,40 Milhões","R$ 0,09",SANTANDER PAPÉIS IMOBILIÁRIOS,51.646.298/0001-42,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
BRLA11,"R$ 148,00","8,40%","0,90","R$ 21,19 K","10,53%",-,344,4.813.161,"R$ 164,72","R$ 792,81 Milhões","R$ 1,15",FUNDO DE INVESTIMENTO IMOBILIÁRIO BRL PROP II,35.652.278/0001-28,Investidor Qualificado,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Passiva,"0,20% a.a sobre patrimônio liquido (minimo R$25.000,00 mensais)",2024-11-09
GCFF11,"R$ 69,30","0,00%","0,88","R$ 45,49 K","14,56%",-,1.923,338.587,"R$ 78,83","R$ 26,69 Milhões","R$ 0,75",GALAPAGOS FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.652.154/0001-42,Geral,Renda,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,"1,00% a.a",2024-11-09
RBBV11,"R$ 65,13","0,00%","0,65","R$ 245,08 K",-,-,3.470,1.254.153,"R$ 100,84","R$ 126,47 Milhões","R$ 0,22",JHSF RIO BRAVO FAZENDA B. VISTA CAP. PROT. - FUNDO DE INVESTIMENTO IMOBILIÁRIO,16.915.868/0001-51,Geral,Híbridos,Títulos e Valores Mobiliários,Fundo de desenvolvimento,Determinado,Passiva,"0,10% a.a",2024-11-09
GESE11B,"R$ 1.076,09","109,88%","0,96",R$ -,"33.010,46%",-,51,51.989,"R$ 1.119,08","R$ 58,19 Milhões","R$ 14,97",FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,17.007.528/0001-95,Investidor Qualificado,Renda,Educacional,Fundo de Tijolo,Determinado,Passiva,"0,18% a.a",2024-11-09
HDEL11,"R$ 116,00","18,71%","1,41","R$ 1,18 K","32,77%",-,109,839.989,"R$ 82,52","R$ 69,31 Milhões","R$ 10,10",HEDGE DESENVOLVIMENTO LOGÍSTICO FII,44.514.162/0001-13,Investidor Qualificado,Desenvolvimento para venda,Logístico / Indústria / Galpões,Fundo de Tijolo,Determinado,Passiva,,2024-11-09
KEVE11,"R$ 1.050,00","0,23%","1,52","R$ 72,70 K","31,42%",-,444,147.689,"R$ 689,11","R$ 101,78 Milhões","R$ 1,02",EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.317.313/0001-64,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Passiva,"1,45% a.a sobre patrimônio liquido",2024-11-09
BLCP11,"R$ 91,00","0,00%","0,81","R$ 106,03 K","14,97%",-,274,2.296.271,"R$ 111,74","R$ 256,58 Milhões","R$ 0,56",BLUECAP RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.652.060/0001-73,Investidor Qualificado,Renda,Outros,Fundo de Tijolo,Indeterminado,Ativa,"0,95% a.a",2024-11-09
EGYR11,"R$ 3,60","0,00%","0,03","R$ 1,20 K","-35,14%",-,40,757.511,"R$ 122,75","R$ 92,98 Milhões","R$  0,00",ENERGY RESORT FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.969.658/0001-53,Geral,Títulos e valores mobiliários,Outros,Fundo de desenvolvimento,Indeterminado,Passiva,"0,50% a.a. sobre patrimônio líquido",2024-11-09
CPOF11,"R$ 109,00","6,53%","0,99","R$ 16,97 M","5,83%","5,00%",126,2.820.005,"R$ 110,20","R$ 310,78 Milhões","R$ 0,85",CAPITÂNIA OFFICE FII - FDO DE INV IMOB,48.916.699/0001-60,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
VVRI11,"R$ 99,00","12,45%","0,99","R$ 636,93 K","11,05%",-,171,802.672,"R$ 100,41","R$ 80,60 Milhões","R$ 0,75",V2 RENDA IMOBILIÁRIA FDO DE INV IMOB,49.184.940/0001-77,Geral,Renda,Híbrido,Outro,Indeterminado,Ativa,,2024-11-09
RECX11,"R$ 67,99","8,21%","0,93","R$ 14,20 K","33,13%",-,587,218.302,"R$ 72,78","R$ 15,89 Milhões","R$ 0,60",FUNDO DE INVESTIMENTO IMOBILIÁRIO REC FUNDO DE FUNDOS,36.642.356/0001-76,Geral,Títulos e valores mobiliários,Outros,Fundo de fundos,Indeterminado,Ativa,"0,95% a.a sobre patrimônio liquido (minimo R$15.000,00 mensais)",2024-11-09
